,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6.12 - POPULAÇÃO RESIDENTE, SEGUNDO OS PAÍSES DE PROVENIÊNCIA( RELATIVAMENTE A 31/12/2005), POR MUNICIPIO DE RESIDÊNCIA HABITUAL EM 21/03/2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zona geográfica,População Residente em 2011,,Imigrante no município,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Proveniente de outros municípios,,Proveniente do estrangeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Municipios de residência habitual em 21/03/2011,,,,,Total,,França,,Países Baixos,,Alemanha,,Itália,,Reino Unido,,Irlanda,,Espanha,,Bélgica,,Luxemburgo,,Suiça,,Andorra,,Roménia,,Bulgária,,Ucrânia,,"Moldova, República de",,PALOP,,África do Sul,,Estados Unidos,,Canadá,,"Venezuela, República Bolivariana da",,Brasil,,Índia,,China,,Outros,
,HM,H,HM,H,HM,H,HM,H,HM,H,HM,H,HM,H,HM,H,HM,H,HM,H,HM,H,HM,H,HM,H,HM,H,HM,H,HM,H,HM,H,HM,H,HM,H,HM,H,HM,H,HM,H,HM,H,HM,H,HM,H,HM,H,HM,H
            Nazaré,15158,7237,742,338,270,134,57,30,0,0,17,8,3,2,31,14,0,0,10,8,8,5,9,3,7,3,1,1,6,3,0,0,3,1,6,3,11,7,1,0,9,5,34,18,0,0,42,16,3,3,3,1,9,3
            Óbidos,11772,5724,1229,605,290,149,47,27,9,4,16,10,0,0,50,26,3,3,7,3,1,1,1,1,49,23,1,1,8,4,0,0,3,0,0,0,10,5,3,0,18,9,24,13,0,0,23,8,0,0,1,0,16,11
            Peniche,27753,13444,1257,599,622,297,131,65,6,3,35,18,1,1,91,49,7,3,12,7,5,2,4,2,36,16,2,1,29,10,0,0,14,7,3,1,26,11,1,1,20,11,67,32,9,4,84,34,0,0,3,0,36,19
            Alenquer,43267,21066,3601,1779,858,423,23,11,13,9,18,11,10,7,38,18,9,7,34,20,13,7,5,4,8,3,3,3,23,16,7,4,62,26,46,24,36,22,3,0,18,11,2,1,4,2,422,193,1,1,9,2,51,21
            Arruda dos Vinhos,13391,6571,1926,943,309,152,10,5,0,0,3,2,0,0,13,6,0,0,14,7,3,2,0,0,3,1,0,0,23,14,2,2,13,6,6,2,14,5,1,0,6,2,4,3,0,0,185,90,0,0,0,0,9,5
            Cadaval,14228,6871,1175,534,260,135,43,22,9,4,12,7,0,0,30,13,5,4,9,4,7,2,1,0,17,8,0,0,3,3,2,1,10,6,6,3,1,1,0,0,14,7,27,13,0,0,43,19,0,0,0,0,21,18
            Lourinhã,25735,12518,2022,925,639,309,84,41,8,5,78,38,7,2,36,17,2,0,13,7,4,1,3,2,12,6,3,2,82,40,0,0,18,10,17,7,6,3,0,0,13,7,93,51,3,1,119,53,1,1,3,0,34,15
            Sobral de Monte Agraço,10156,5003,1352,688,153,88,5,3,3,3,1,1,3,2,5,2,0,0,6,4,0,0,0,0,3,2,0,0,1,0,0,0,2,0,13,6,6,4,0,0,6,4,2,1,0,0,94,55,0,0,1,1,2,0
            Torres Vedras,79465,38368,5442,2516,1673,838,96,46,37,19,100,47,6,3,65,35,14,8,42,24,7,3,21,12,60,31,6,3,148,75,0,0,65,27,134,59,32,15,7,4,56,29,26,12,0,0,610,285,0,0,16,8,125,93
          Médio Tejo,220661,105219,13461,6341,3579,1797,982,512,55,29,146,76,31,11,299,155,28,20,155,91,28,17,32,18,422,231,11,6,77,38,3,2,138,51,36,18,153,74,14,7,92,44,91,49,13,8,538,234,17,9,49,26,169,71
            Abrantes,39325,18950,1699,828,422,227,53,29,4,2,23,15,1,0,42,25,1,0,22,14,3,2,2,2,72,39,0,0,35,15,1,1,13,4,1,1,43,33,6,3,2,1,3,1,0,0,70,29,0,0,15,7,10,4
            Alcanena,13868,6686,689,320,242,114,56,29,6,4,14,4,0,0,14,5,1,1,6,5,1,1,4,2,7,4,0,0,10,4,0,0,19,7,11,6,13,5,0,0,6,5,26,12,0,0,35,14,0,0,0,0,13,6
            Constância,4056,1946,419,191,33,14,2,1,1,0,4,2,0,0,6,3,1,1,0,0,0,0,0,0,6,3,0,0,2,1,0,0,1,0,0,0,1,1,0,0,2,1,4,1,0,0,2,0,0,0,0,0,1,0
            Entroncamento,20206,9629,2508,1162,263,132,22,11,6,5,13,4,1,1,3,1,3,2,24,14,4,2,0,0,10,6,2,1,0,0,0,0,13,3,1,0,17,8,2,1,2,1,4,2,5,4,117,58,0,0,3,3,11,5
            Ferreira do Zêzere,8619,4098,524,244,197,102,49,23,10,5,5,4,0,0,63,31,4,2,5,3,4,3,3,1,22,14,2,1,4,4,1,0,2,1,2,1,3,2,2,1,6,3,0,0,0,0,3,0,2,1,3,1,2,1
            Sardoal,3939,1916,304,163,48,24,10,6,0,0,6,1,1,1,15,8,0,0,4,3,0,0,0,0,3,3,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,2,1,0,0
            Tomar,40677,19271,2020,947,778,396,151,83,14,5,45,25,5,3,87,44,7,5,56,31,4,2,8,4,172,90,3,2,3,2,1,1,15,6,1,1,25,10,3,1,28,12,6,3,0,0,102,51,5,2,8,3,29,10
            Torres Novas,36717,17511,2523,1195,431,205,138,65,1,1,21,13,0,0,37,20,4,4,13,6,6,4,10,4,40,19,4,2,15,9,0,0,12,4,3,2,12,4,1,1,14,6,21,12,2,2,52,16,0,0,9,5,16,6
            Vila Nova da Barquinha,7322,3555,798,399,62,37,13,8,2,1,0,0,1,1,7,6,2,1,2,1,0,0,0,0,21,12,0,0,0,0,0,0,0,0,0,0,5,4,0,0,1,1,0,0,0,0,7,2,0,0,0,0,1,0
            Ourém,45932,21657,1977,892,1103,546,488,257,11,6,15,8,22,5,25,12,5,4,23,14,6,3,5,5,69,41,0,0,6,3,0,0,63,26,17,7,32,7,0,0,31,14,27,18,6,2,147,63,10,6,9,6,86,39
        Lisboa,2821876,1334605,257224,123426,77665,36052,2754,1399,707,404,1610,827,898,418,4194,2191,406,235,3219,1864,910,450,324,164,1059,526,73,42,2958,1402,449,222,1608,628,1208,453,20563,9309,243,115,1284,658,338,161,236,114,23964,9806,1043,656,1286,650,6331,3358
          Grande Lisboa,2042477,961132,187946,90224,60719,28158,1968,1009,495,271,1086,559,802,363,2911,1530,273,159,2539,1443,700,340,236,121,707,346,51,30,1971,903,305,154,1319,510,846,308,16306,7412,202,95,1044,526,249,116,192,94,18963,7743,988,624,1082,547,5484,2955
            Cascais,206479,96866,18370,8693,7269,3258,251,134,83,48,259,131,126,56,531,261,41,24,374,207,154,77,45,24,106,47,2,1,147,67,99,47,143,46,178,54,899,401,84,41,211,94,61,29,40,18,2597,1061,22,17,74,34,742,339
            Lisboa,547733,250874,44745,21484,16704,8088,768,401,158,80,327,168,457,202,1051,557,92,56,993,525,311,154,62,28,182,94,2,1,378,164,84,41,255,98,88,36,2196,994,45,23,398,210,79,32,60,33,5036,2011,503,332,611,309,2568,1539
            Loures,205054,98266,19949,9592,5883,2671,143,75,32,13,79,38,32,7,196,96,18,12,185,111,39,21,20,9,63,33,8,5,246,107,42,23,162,70,121,48,2291,1047,10,5,59,29,16,11,14,9,1527,608,131,72,65,32,384,190
            Mafra,76685,37317,11207,5428,1559,722,83,42,15,7,44,21,21,10,79,36,12,9,70,44,12,5,16,12,28,13,4,2,65,30,1,1,41,17,60,16,42,21,4,1,34,15,10,7,5,3,821,374,1,0,20,11,71,25
            Oeiras,172120,80137,19111,9059,3953,1763,187,91,59,34,87,45,39,21,246,124,16,10,270,146,75,32,17,10,57,24,9,7,57,26,6,2,72,25,64,30,645,292,13,6,82,43,21,11,22,11,1546,611,19,7,44,24,300,131
            Sintra,377835,180705,28926,14135,11503,5324,231,109,71,40,133,76,62,27,402,227,41,21,308,201,51,23,52,25,144,67,7,6,409,205,18,8,271,106,175,62,5111,2364,29,13,115,56,38,15,19,8,3111,1274,38,28,132,72,535,291
            Vila Franca de Xira,136886,65808,12896,6157,2744,1255,102,48,19,11,53,29,18,10,141,77,14,9,99,59,17,8,9,5,46,23,13,4,232,108,9,6,121,48,80,36,524,238,6,1,42,25,9,4,8,2,996,432,11,5,49,22,126,45
            Amadora,175136,82342,16913,8088,6656,3051,136,73,39,27,47,24,24,17,137,73,25,13,144,88,20,8,9,8,55,31,4,3,280,129,12,9,127,53,43,14,3232,1446,3,2,55,29,7,4,14,6,1721,712,91,59,60,29,371,194
            Odivelas,144549,68817,15829,7588,4448,2026,67,36,19,11,57,27,23,13,128,79,14,5,96,62,21,12,6,0,26,14,2,1,157,67,34,17,127,47,37,12,1366,609,8,3,48,25,8,3,10,4,1608,660,172,104,27,14,387,201
          Península de Setúbal,779399,373473,69278,33202,16946,7894,786,390,212,133,524,268,96,55,1283,661,133,76,680,421,210,110,88,43,352,180,22,12,987,499,144,68,289,118,362,145,4257,1897,41,20,240,132,89,45,44,20,5001,2063,55,32,204,103,847,403
            Alcochete,17569,8494,2805,1373,363,193,23,13,4,3,21,13,1,1,22,12,4,3,19,17,3,1,6,3,2,1,0,0,53,28,0,0,18,8,7,4,28,18,0,0,14,8,0,0,3,2,105,45,0,0,3,1,27,12
            Almada,174030,82496,13662,6503,4051,1878,167,86,52,31,77,42,33,19,228,125,20,12,136,87,32,21,24,8,61,33,3,2,33,15,10,4,40,18,109,44,1103,496,12,6,46,23,36,19,13,7,1541,640,16,11,61,31,198,98
            Barreiro,78764,37347,5752,2722,1493,683,55,27,24,14,44,23,3,2,153,85,19,10,61,37,30,15,8,4,30,14,2,0,9,3,3,1,16,5,29,10,584,261,0,0,18,8,7,4,0,0,288,110,12,6,15,6,83,38
            Moita,66029,31708,4797,2305,1263,599,47,20,15,7,74,33,4,3,196,91,15,6,76,56,18,7,3,3,26,14,2,2,19,10,0,0,23,11,12,4,470,219,0,0,21,13,5,3,9,5,140,46,10,4,21,11,57,31
            Montijo,51222,24723,7012,3495,1470,715,98,43,13,7,43,17,10,6,104,52,6,4,48,28,21,11,2,2,40,18,0,0,387,198,2,0,47,22,30,15,84,46,4,1,12,8,9,2,4,1,427,194,0,0,12,8,67,32
            Palmela,62831,30486,7097,3420,1042,488,61,23,14,11,46,24,8,6,116,58,14,7,77,49,20,14,3,1,24,12,1,1,220,111,5,1,45,16,21,6,84,38,3,2,11,7,3,1,3,1,206,70,1,0,5,2,51,27
            Seixal,158269,75916,14633,6938,3991,1794,181,95,42,28,120,58,20,9,220,114,29,17,105,61,42,22,16,8,91,46,11,5,30,13,20,9,25,13,28,14,1605,674,18,10,54,31,18,6,7,3,1105,468,10,6,30,13,164,71
            Sesimbra,49500,24317,6409,3055,925,467,56,30,20,11,21,15,6,3,71,37,11,6,46,22,13,7,9,4,23,14,1,1,42,25,76,39,12,6,37,15,68,36,3,1,16,11,4,3,1,0,291,135,5,4,8,5,85,37
            Setúbal,121185,57986,7111,3391,2348,1077,98,53,28,21,78,43,11,6,173,87,15,11,112,64,31,12,17,10,55,28,2,1,194,96,28,14,63,19,89,33,231,109,1,0,48,23,7,7,4,1,898,355,1,1,49,26,115,57
        Alentejo,757302,366739,45180,21851,12412,6447,999,519,211,126,683,351,83,48,811,445,147,79,911,568,210,110,130,65,912,472,23,15,1370,747,588,376,445,196,342,154,739,374,33,15,149,78,65,40,25,16,2444,1007,41,25,280,149,771,472
          Alentejo Litoral,97925,48624,5948,2950,2675,1549,107,56,68,39,201,101,17,9,141,77,58,32,145,107,52,30,18,8,58,28,0,0,246,138,522,345,84,45,96,42,106,58,8,5,16,10,16,9,8,6,398,180,4,3,17,8,289,213
            Odemira,26066,13171,1348,614,1432,864,29,16,39,20,142,70,10,5,71,38,40,24,18,10,26,12,3,1,31,14,0,0,69,41,519,343,53,29,68,30,6,2,3,2,2,1,0,0,2,1,91,39,2,1,3,1,205,164
            Alcácer do Sal,13046,6332,509,239,188,107,19,9,1,1,5,2,0,0,10,6,2,1,17,9,1,1,7,3,5,4,0,0,53,33,0,0,1,1,7,4,7,6,1,1,1,0,5,4,2,1,31,14,0,0,2,0,11,7
            Grândola,14826,7506,1193,750,276,168,23,12,2,2,25,14,0,0,13,9,5,2,39,33,5,4,0,0,2,1,0,0,29,16,2,2,3,1,1,0,13,11,0,0,6,4,6,3,2,2,83,42,0,0,2,1,15,9
            Santiago do Cacém,29749,14586,1900,874,445,240,22,14,16,9,21,8,3,2,26,14,4,3,39,31,13,9,5,2,14,5,0,0,79,41,0,0,9,5,9,3,33,16,2,1,5,4,3,1,1,1,102,48,2,2,8,5,29,16
            Sines,14238,7029,998,473,334,170,14,5,10,7,8,7,4,2,21,10,7,2,32,24,7,4,3,2,6,4,0,0,16,7,1,0,18,9,11,5,47,23,2,1,2,1,2,1,1,1,91,37,0,0,2,1,29,17
          Alto Alentejo,118410,56796,5443,2516,1307,635,117,60,18,7,48,25,3,1,135,76,11,6,227,122,57,30,29,17,30,16,0,0,106,50,36,21,23,12,42,26,98,46,0,0,4,2,3,2,0,0,247,93,2,1,14,2,57,20
            Mora,4978,2415,255,113,60,34,2,0,1,1,2,2,0,0,32,18,0,0,2,2,0,0,3,2,2,1,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,6,2,0,0,2,1,4,2
            Alter do Chão,3562,1680,256,121,48,28,1,1,0,0,1,0,0,0,5,4,0,0,2,2,2,1,1,1,3,2,0,0,19,11,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,11,4,0,0,0,0,1,1
            Arronches,3165,1535,247,100,29,12,0,0,0,0,5,2,2,1,3,1,0,0,9,5,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,2,1,0,0,5,0,0,0,0,0,0,0
            Avis,4571,2178,282,136,148,75,22,10,1,1,9,5,0,0,12,8,4,2,3,3,0,0,7,5,0,0,0,0,15,6,0,0,1,1,0,0,68,30,0,0,0,0,0,0,0,0,4,2,0,0,0,0,2,2
            Campo Maior,8456,4098,261,128,118,56,5,2,0,0,0,0,0,0,4,2,0,0,28,13,22,9,5,3,5,3,0,0,16,7,0,0,1,1,16,11,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,12,4
            Castelo de Vide,3407,1629,189,78,38,20,0,0,8,4,5,2,0,0,6,3,1,1,0,0,3,2,0,0,1,1,0,0,5,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,1,1
            Crato,3708,1725,180,76,30,16,6,4,0,0,2,1,0,0,0,0,0,0,3,1,0,0,4,2,0,0,0,0,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,2,1
            Elvas,23078,11092,827,401,317,155,9,5,0,0,5,2,0,0,8,6,2,0,130,71,20,12,1,0,0,0,0,0,21,12,1,1,5,1,16,8,11,4,0,0,1,1,0,0,0,0,66,27,0,0,2,0,19,5
            Fronteira,3410,1627,184,73,27,11,3,1,1,1,0,0,0,0,1,1,2,1,5,2,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,3,0,0,1,0,0,0
            Gavião,4132,1951,239,103,23,13,9,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0
            Marvão,3512,1720,160,85,31,16,2,1,1,0,2,1,0,0,11,6,0,0,9,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
            Monforte,3329,1553,185,81,14,3,1,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0
            Nisa,7450,3537,361,183,84,40,40,19,0,0,6,3,0,0,0,0,0,0,11,5,3,1,0,0,7,5,0,0,3,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,10,3,0,0,1,0,0,0
            Ponte de Sor,16722,8085,680,304,141,68,9,6,0,0,3,3,0,0,38,20,2,2,9,7,1,1,5,3,6,2,0,0,4,1,0,0,5,3,0,0,2,0,0,0,0,0,0,0,0,0,48,19,2,1,4,0,3,0
            Portalegre,24930,11971,1137,534,199,88,8,6,6,0,6,3,0,0,15,7,0,0,13,6,5,3,2,1,4,1,0,0,9,3,35,20,6,3,8,6,5,2,0,0,1,0,0,0,0,0,66,23,0,0,2,1,8,3
          Alentejo Central,166822,80222,8820,4081,1828,895,99,50,28,17,91,47,13,7,105,60,15,10,113,65,27,12,7,2,244,120,8,5,159,82,9,3,59,29,58,35,157,79,4,1,15,6,11,7,2,1,439,171,5,4,62,34,98,48
            Alandroal,5843,2833,221,111,40,19,4,2,5,3,0,0,0,0,5,1,3,1,1,1,0,0,4,1,1,1,2,1,5,3,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,6,3,0,0,1,1,0,0
            Arraiolos,7363,3576,589,290,63,30,3,2,9,4,2,1,1,1,0,0,0,0,8,5,11,5,1,0,10,6,0,0,2,2,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,6,2,0,0,3,0,2,1
            Borba,7333,3615,327,159,77,37,1,1,1,1,2,1,0,0,5,3,0,0,5,2,1,1,0,0,0,0,0,0,14,6,0,0,0,0,1,1,26,17,0,0,0,0,0,0,0,0,19,2,0,0,0,0,2,2
            Estremoz,14318,6813,616,277,101,57,2,1,0,0,3,2,1,0,6,6,0,0,12,8,2,0,0,0,5,3,2,2,34,18,0,0,2,1,0,0,11,8,0,0,1,1,0,0,0,0,14,5,0,0,4,1,2,1
            Évora,56596,26831,2946,1353,683,344,29,16,6,6,30,16,7,4,34,17,4,3,45,25,2,1,1,1,65,33,0,0,13,7,2,1,31,17,19,14,70,31,1,1,9,4,3,2,0,0,239,102,5,4,26,15,42,24
            Montemor-o-Novo,17437,8461,990,459,250,115,36,18,1,0,15,9,1,0,10,5,3,2,3,3,2,1,0,0,47,21,1,1,28,17,0,0,0,0,5,3,4,2,1,0,3,0,0,0,0,0,66,23,0,0,8,5,16,5
            Mourão,2663,1315,146,67,42,21,1,1,0,0,2,0,0,0,8,5,0,0,9,6,0,0,0,0,14,7,0,0,4,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
            Portel,6428,3152,315,159,59,35,3,1,0,0,10,5,0,0,1,0,0,0,3,2,0,0,0,0,19,12,0,0,4,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,13,8,0,0,0,0,2,2
            Redondo,7031,3434,303,137,56,23,2,0,3,1,2,1,0,0,4,3,2,2,3,1,0,0,1,0,8,3,1,0,20,7,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,2,1
            Reguengos de Monsaraz,10828,5274,567,265,150,72,5,3,2,1,6,1,3,2,7,3,1,0,4,2,0,0,0,0,40,18,0,0,15,9,0,0,8,4,30,16,1,0,0,0,2,1,0,0,0,0,13,6,0,0,4,3,9,3
            Vendas Novas,11846,5705,746,330,146,70,6,2,0,0,11,6,0,0,7,4,0,0,10,5,4,1,0,0,21,11,0,0,5,1,0,0,7,2,2,0,28,18,0,0,0,0,4,2,0,0,26,11,0,0,5,2,10,5
            Viana do Alentejo,5743,2780,414,183,66,26,5,2,0,0,2,1,0,0,4,3,1,1,4,2,2,1,0,0,5,2,0,0,3,1,0,0,4,1,1,1,12,3,0,0,0,0,0,0,0,0,10,4,0,0,2,0,11,4
            Vila Viçosa,8319,4057,370,163,74,35,1,0,1,1,6,4,0,0,14,10,1,1,5,2,0,0,0,0,7,2,2,1,9,5,5,2,0,0,0,0,1,0,0,0,0,0,4,3,0,0,15,1,0,0,3,3,0,0
            Sousel,5074,2376,270,128,21,11,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,0,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,1,1,0,0
          Baixo Alentejo,126692,61949,6756,3274,2267,1221,229,125,17,11,179,92,20,13,154,86,16,7,164,96,21,8,27,15,463,243,6,4,321,200,3,1,40,18,10,5,191,105,2,1,11,6,11,6,2,1,234,84,1,0,25,15,120,79
            Aljustrel,9257,4579,455,214,101,54,26,16,0,0,7,4,1,0,4,3,3,1,4,3,6,1,6,3,15,10,0,0,9,6,0,0,3,1,0,0,3,1,1,1,1,0,0,0,0,0,6,2,1,0,1,0,4,2
            Almodôvar,7449,3677,369,156,172,83,33,17,0,0,19,10,0,0,10,4,3,2,2,2,1,1,0,0,77,36,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,14,3,0,0,4,3,5,3
            Alvito,2504,1199,241,102,78,41,4,2,2,2,2,1,1,1,4,3,0,0,3,2,1,1,4,2,4,2,0,0,3,1,0,0,0,0,0,0,43,21,0,0,0,0,0,0,0,0,5,3,0,0,0,0,2,0
            Barrancos,1834,890,69,36,44,21,16,7,0,0,4,2,0,0,0,0,0,0,10,5,0,0,0,0,10,4,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
            Beja,35854,17387,2071,1066,510,273,69,40,6,4,37,17,15,10,17,12,1,0,37,25,4,1,3,1,27,15,2,1,62,36,1,0,14,6,6,2,35,25,1,0,5,5,3,2,0,0,118,42,0,0,12,8,35,21
            Castro Verde,7276,3567,498,258,153,77,6,3,0,0,22,10,0,0,10,7,0,0,7,3,3,2,0,0,79,40,0,0,3,1,0,0,3,1,3,2,5,4,0,0,0,0,0,0,0,0,5,1,0,0,0,0,7,3
            Cuba,4878,2384,343,166,102,57,2,2,0,0,3,1,0,0,4,2,1,0,2,1,0,0,0,0,11,5,0,0,67,41,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,7,2,0,0,2,2,0,0
            Ferreira do Alentejo,8255,4021,532,234,186,115,4,4,2,1,18,8,0,0,23,13,1,1,11,5,0,0,2,2,1,1,1,1,46,28,0,0,2,1,0,0,7,5,0,0,0,0,2,1,0,0,27,9,0,0,2,0,37,35
            Mértola,7274,3593,333,164,98,56,5,2,1,0,11,8,1,0,14,6,1,1,6,4,4,1,1,0,13,10,0,0,4,2,0,0,9,4,0,0,18,14,0,0,0,0,0,0,0,0,6,3,0,0,1,0,3,1
            Moura,15167,7447,515,241,280,151,28,16,0,0,11,6,1,1,8,5,0,0,38,19,0,0,0,0,106,56,3,2,39,25,0,0,2,1,0,0,22,11,0,0,2,0,2,1,0,0,9,3,0,0,0,0,9,5
            Ourique,5389,2656,309,139,95,52,2,1,3,3,9,5,0,0,50,28,3,1,5,4,1,1,2,2,7,3,0,0,0,0,0,0,2,1,0,0,1,0,0,0,2,1,0,0,0,0,3,0,0,0,1,0,4,2
            Serpa,15623,7632,661,323,306,170,26,10,2,1,29,15,1,1,2,1,3,1,36,20,0,0,6,4,96,52,0,0,53,39,0,0,1,0,1,1,6,4,0,0,1,0,3,2,0,0,28,12,0,0,1,1,11,6
            Vidigueira,5932,2917,360,175,142,71,8,5,1,0,7,5,0,0,8,2,0,0,3,3,1,0,3,1,17,9,0,0,34,20,2,1,4,3,0,0,44,16,0,0,0,0,0,0,0,0,6,4,0,0,1,1,3,1
          Lezíria do Tejo,247453,119148,18213,9030,4335,2147,447,228,80,52,164,86,30,18,276,146,47,24,262,178,53,30,49,23,117,65,9,6,538,277,18,6,239,92,136,46,187,86,19,8,103,54,24,16,13,8,1126,479,29,17,162,90,207,112
            Azambuja,21814,11031,2537,1621,407,221,41,24,8,6,11,7,4,4,18,11,2,2,22,18,2,2,1,1,16,10,3,1,14,7,0,0,22,9,10,2,14,9,0,0,14,10,3,3,2,2,157,70,1,1,5,0,37,22
            Almeirim,23376,11100,1623,739,403,198,49,27,15,10,16,9,2,1,26,15,13,7,27,18,7,5,3,2,9,5,0,0,100,42,0,0,7,3,1,1,23,11,0,0,18,8,2,1,0,0,57,17,0,0,5,3,23,13
            Alpiarça,7702,3699,546,262,141,71,34,12,0,0,4,2,2,1,4,3,0,0,6,5,0,0,0,0,1,1,0,0,57,32,0,0,11,5,0,0,5,3,0,0,0,0,0,0,2,1,11,3,0,0,0,0,4,3
            Benavente,29019,14166,3061,1517,960,457,66,34,2,1,28,16,10,5,63,31,3,2,52,29,6,4,12,7,23,14,1,1,85,38,10,4,41,11,60,20,44,23,2,0,10,5,4,3,8,4,289,122,5,3,110,68,26,12
            Cartaxo,24462,11844,2082,969,444,219,47,26,10,6,26,12,1,1,29,18,10,5,17,11,4,2,2,1,16,7,0,0,4,1,2,0,31,17,6,2,7,3,10,5,13,5,0,0,0,0,171,80,13,5,2,2,23,10
            Chamusca,10120,4878,527,270,76,49,4,2,4,2,3,1,0,0,8,5,0,0,11,9,1,1,0,0,6,4,5,4,20,14,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,4,1,0,0,3,1,4,3
            Coruche,19944,9523,740,350,188,92,25,11,2,1,9,5,0,0,21,11,2,1,19,13,2,2,4,2,9,5,0,0,6,4,3,0,6,1,1,1,6,1,0,0,0,0,0,0,0,0,60,30,0,0,5,1,8,3
            Golegã,5465,2560,411,194,38,17,4,2,0,0,0,0,0,0,10,4,2,1,5,4,1,1,0,0,2,1,0,0,1,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,3,2
            Rio Maior,21192,10255,1233,555,322,162,31,14,4,3,19,11,2,2,15,8,2,1,21,12,6,3,6,3,6,3,0,0,28,14,0,0,39,14,13,4,9,5,1,1,8,5,4,3,1,1,91,45,6,4,1,1,9,5
            Salvaterra de Magos,22159,10645,1895,899,349,172,55,28,22,14,29,13,4,2,22,8,6,1,22,17,7,3,20,7,3,2,0,0,1,1,3,2,6,1,1,1,26,12,1,0,8,6,2,1,0,0,90,39,0,0,10,6,11,8
            Santarém,62200,29447,3558,1654,1007,489,91,48,13,9,19,10,5,2,60,32,7,4,60,42,17,7,1,0,26,13,0,0,222,123,0,0,75,30,43,15,50,19,5,2,30,14,9,5,0,0,191,71,4,4,20,8,59,31
        Algarve,451006,219931,33699,16319,17831,8498,1283,656,356,166,988,500,125,67,3025,1530,227,124,621,350,199,95,61,34,344,180,33,19,1474,702,381,167,873,362,844,346,981,466,98,45,243,134,134,67,57,30,3776,1592,187,119,183,85,1338,662
          Algarve,451006,219931,33699,16319,17831,8498,1283,656,356,166,988,500,125,67,3025,1530,227,124,621,350,199,95,61,34,344,180,33,19,1474,702,381,167,873,362,844,346,981,466,98,45,243,134,134,67,57,30,3776,1592,187,119,183,85,1338,662
            Albufeira,40828,20028,3622,1756,2431,1165,79,43,27,15,42,22,22,14,371,189,31,16,61,34,10,6,8,4,52,28,3,2,89,37,17,8,196,78,119,49,149,87,13,7,24,13,10,6,7,4,857,381,38,21,30,12,176,89
            Alcoutim,2917,1454,164,70,37,20,6,2,0,0,12,7,0,0,1,1,1,0,6,4,0,0,0,0,3,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2
            Aljezur,5884,2905,415,204,529,266,37,19,19,8,75,32,2,1,205,102,12,7,20,13,9,5,4,4,7,3,0,0,24,15,6,2,5,3,2,0,2,0,1,0,3,2,7,4,0,0,38,12,0,0,2,1,49,33
